Event Title,Date,Heure,Venue Name,Price,Event Link,Location,Artists,Genres,Organizer
Grentperez,2024-02-06,20:00,Point Ephémère,"17,96 €",https://dice.fm/event/2kggo-grentperez-6th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",grentperez,,
chien noir,2024-02-06,20:00,La Cigale,30 €,https://dice.fm/event/pnqly-chien-noir-6th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Chien Noir,,
Grentperez,2024-02-06,20:00,Point Ephémère,"17,96 €",https://dice.fm/event/2kggo-grentperez-6th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",grentperez,,
Grentperez,2024-02-06,20:00,Point Ephémère,"17,96 €",https://dice.fm/event/2kggo-grentperez-6th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",grentperez,,
Grentperez,2024-02-06,20:00,Point Ephémère,"17,96 €",https://dice.fm/event/2kggo-grentperez-6th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",grentperez,,
chien noir,2024-02-06,20:00,La Cigale,30 €,https://dice.fm/event/pnqly-chien-noir-6th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Chien Noir,,
Youn Sun Nah,2024-02-06,20:00,L'Avant-Seine / Théâtre de Colombes,"35,84 €",https://dice.fm/event/ova6y-youn-sun-nah-6th-feb-lavant-seine-thtre-de-colombes-paris-tickets,"88 Rue Saint-Denis, 92700 Colombes, France",Youn Sun Nah 5tet,,
Youn Sun Nah,2024-02-06,20:00,L'Avant-Seine / Théâtre de Colombes,"35,84 €",https://dice.fm/event/ova6y-youn-sun-nah-6th-feb-lavant-seine-thtre-de-colombes-paris-tickets,"88 Rue Saint-Denis, 92700 Colombes, France",Youn Sun Nah 5tet,,
Grentperez,2024-02-06,20:00,Point Ephémère,"17,96 €",https://dice.fm/event/2kggo-grentperez-6th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",grentperez,,
chien noir,2024-02-06,20:00,La Cigale,30 €,https://dice.fm/event/pnqly-chien-noir-6th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Chien Noir,,
Brothertiger + La Nuit Américaine + Kenta FC,2024-02-06,19:00,Supersonic,Gratuit,https://dice.fm/event/xo9ra-brothertiger-la-nuit-amricaine-kenta-fc-6th-feb-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Kenta FC, La Nuit Américaine, Brothertiger",,
Jon Onj,2024-02-06,19:30,La Boule Noire,"13,26 €",https://dice.fm/event/pbeyw-jon-onj-6th-feb-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France","Jon onj, Sir Romy",,
Youn Sun Nah,2024-02-06,20:00,L'Avant-Seine / Théâtre de Colombes,"35,84 €",https://dice.fm/event/ova6y-youn-sun-nah-6th-feb-lavant-seine-thtre-de-colombes-paris-tickets,"88 Rue Saint-Denis, 92700 Colombes, France",Youn Sun Nah 5tet,,
Grentperez,2024-02-06,20:00,Point Ephémère,"17,96 €",https://dice.fm/event/2kggo-grentperez-6th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",grentperez,,
chien noir,2024-02-06,20:00,La Cigale,30 €,https://dice.fm/event/pnqly-chien-noir-6th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Chien Noir,,
Youn Sun Nah,2024-02-06,20:00,L'Avant-Seine / Théâtre de Colombes,"35,84 €",https://dice.fm/event/ova6y-youn-sun-nah-6th-feb-lavant-seine-thtre-de-colombes-paris-tickets,"88 Rue Saint-Denis, 92700 Colombes, France",Youn Sun Nah 5tet,,
Youn Sun Nah,2024-02-06,20:00,L'Avant-Seine / Théâtre de Colombes,"35,84 €",https://dice.fm/event/ova6y-youn-sun-nah-6th-feb-lavant-seine-thtre-de-colombes-paris-tickets,"88 Rue Saint-Denis, 92700 Colombes, France",Youn Sun Nah 5tet,,
Grentperez,2024-02-06,20:00,Point Ephémère,"17,96 €",https://dice.fm/event/2kggo-grentperez-6th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",grentperez,,
Youn Sun Nah,2024-02-06,20:00,L'Avant-Seine / Théâtre de Colombes,"35,84 €",https://dice.fm/event/ova6y-youn-sun-nah-6th-feb-lavant-seine-thtre-de-colombes-paris-tickets,"88 Rue Saint-Denis, 92700 Colombes, France",Youn Sun Nah 5tet,,
Jon Onj,2024-02-06,19:30,La Boule Noire,"13,26 €",https://dice.fm/event/pbeyw-jon-onj-6th-feb-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France","Jon onj, Sir Romy",,
Brothertiger + La Nuit Américaine + Kenta FC,2024-02-06,19:00,Supersonic,Gratuit,https://dice.fm/event/xo9ra-brothertiger-la-nuit-amricaine-kenta-fc-6th-feb-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Kenta FC, La Nuit Américaine, Brothertiger",,
chien noir,2024-02-06,20:00,La Cigale,30 €,https://dice.fm/event/pnqly-chien-noir-6th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Chien Noir,,
chien noir,2024-02-06,20:00,La Cigale,30 €,https://dice.fm/event/pnqly-chien-noir-6th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Chien Noir,,
Release Party Kcidy,2024-02-07,20:00,Petit Bain,15 €,https://dice.fm/event/mg6kr-release-party-kcidy-7th-feb-petit-bain-paris-tickets,"7 Port de la Gare, 75013 Paris, France",KCIDY,,
Ric Wilson,2024-02-07,20:00,Le Hasard Ludique,"15,71 €",https://dice.fm/event/6a3lq-ric-wilson-7th-feb-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France","Première partie, Ric Wilson",,
LOUVE,2024-02-07,20:00,La Boule Noire,16 €,https://dice.fm/event/nd77l-louve-7th-feb-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Louve,,
Brutalismus 3000,2024-02-07,20:00,Casino de Paris,"À partir de 35,02 €",https://dice.fm/event/n5g59-brutalismus-3000-7th-feb-casino-de-paris-paris-tickets,"16 Rue de Clichy, 75009 Paris, France",Brutalismus 3000,,
Molécule,2024-02-07,20:00,L'Olympia,"À partir de 36,30 €",https://dice.fm/event/p5axk-molcule-7th-feb-lolympia-paris-tickets,"28 Boulevard des Capucines, 75009 Paris, France",Molécule,,
Tim Bernardes,2024-02-07,19:30,Le Trianon,"29,60 €",https://dice.fm/event/37q6p-tim-bernardes-7th-feb-le-trianon-paris-tickets,"80 Boulevard de Rochechouart, 75018 Paris, France",Tim Bernardes,,
Annie Taylor + Delilah's Dance,2024-02-07,19:00,Supersonic,Gratuit,https://dice.fm/event/gq9b6-annie-taylor-delilahs-dance-7th-feb-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Fools Affection, Delilah's Dance, Annie Taylor",,
Harsh Symmetry + Crush of Souls,2024-02-07,19:00,Supersonic Records,15 €,https://dice.fm/event/oabvy-harsh-symmetry-crush-of-souls-7th-feb-supersonic-records-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Crush of Souls, Harsh Symmetry",,
NILS HOFFMANN,2024-02-07,20:00,Point Ephémère,"20,16 €",https://dice.fm/event/a57v2-nils-hoffmann-7th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",Nils Hoffmann,,
Tim Bernardes,2024-02-07,19:30,Le Trianon,"29,60 €",https://dice.fm/event/37q6p-tim-bernardes-7th-feb-le-trianon-paris-tickets,"80 Boulevard de Rochechouart, 75018 Paris, France",Tim Bernardes,,
Souffrance,2024-02-07,19:00,La Cigale,"26,50 €",https://dice.fm/event/7gvv9-souffrance-7th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Souffrance,,
Harsh Symmetry + Crush of Souls,2024-02-07,19:00,Supersonic Records,15 €,https://dice.fm/event/oabvy-harsh-symmetry-crush-of-souls-7th-feb-supersonic-records-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Crush of Souls, Harsh Symmetry",,
Annie Taylor + Delilah's Dance,2024-02-07,19:00,Supersonic,Gratuit,https://dice.fm/event/gq9b6-annie-taylor-delilahs-dance-7th-feb-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Fools Affection, Delilah's Dance, Annie Taylor",,
Molécule,2024-02-07,20:00,L'Olympia,"À partir de 36,30 €",https://dice.fm/event/p5axk-molcule-7th-feb-lolympia-paris-tickets,"28 Boulevard des Capucines, 75009 Paris, France",Molécule,,
Brutalismus 3000,2024-02-07,20:00,Casino de Paris,"À partir de 35,02 €",https://dice.fm/event/n5g59-brutalismus-3000-7th-feb-casino-de-paris-paris-tickets,"16 Rue de Clichy, 75009 Paris, France",Brutalismus 3000,,
LOUVE,2024-02-07,20:00,La Boule Noire,16 €,https://dice.fm/event/nd77l-louve-7th-feb-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Louve,,
NILS HOFFMANN,2024-02-07,20:00,Point Ephémère,"20,16 €",https://dice.fm/event/a57v2-nils-hoffmann-7th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",Nils Hoffmann,,
Ric Wilson,2024-02-07,20:00,Le Hasard Ludique,"15,71 €",https://dice.fm/event/6a3lq-ric-wilson-7th-feb-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France","Première partie, Ric Wilson",,
Souffrance,2024-02-07,19:00,La Cigale,"26,50 €",https://dice.fm/event/7gvv9-souffrance-7th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Souffrance,,
Release Party Kcidy,2024-02-07,20:00,Petit Bain,15 €,https://dice.fm/event/mg6kr-release-party-kcidy-7th-feb-petit-bain-paris-tickets,"7 Port de la Gare, 75013 Paris, France",KCIDY,,
Ric Wilson,2024-02-07,20:00,Le Hasard Ludique,"15,71 €",https://dice.fm/event/6a3lq-ric-wilson-7th-feb-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France","Première partie, Ric Wilson",,
NILS HOFFMANN,2024-02-07,20:00,Point Ephémère,"20,16 €",https://dice.fm/event/a57v2-nils-hoffmann-7th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",Nils Hoffmann,,
LOUVE,2024-02-07,20:00,La Boule Noire,16 €,https://dice.fm/event/nd77l-louve-7th-feb-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Louve,,
Brutalismus 3000,2024-02-07,20:00,Casino de Paris,"À partir de 35,02 €",https://dice.fm/event/n5g59-brutalismus-3000-7th-feb-casino-de-paris-paris-tickets,"16 Rue de Clichy, 75009 Paris, France",Brutalismus 3000,,
Molécule,2024-02-07,20:00,L'Olympia,"À partir de 36,30 €",https://dice.fm/event/p5axk-molcule-7th-feb-lolympia-paris-tickets,"28 Boulevard des Capucines, 75009 Paris, France",Molécule,,
Tim Bernardes,2024-02-07,19:30,Le Trianon,"29,60 €",https://dice.fm/event/37q6p-tim-bernardes-7th-feb-le-trianon-paris-tickets,"80 Boulevard de Rochechouart, 75018 Paris, France",Tim Bernardes,,
Souffrance,2024-02-07,19:00,La Cigale,"26,50 €",https://dice.fm/event/7gvv9-souffrance-7th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Souffrance,,
Release Party Kcidy,2024-02-07,20:00,Petit Bain,15 €,https://dice.fm/event/mg6kr-release-party-kcidy-7th-feb-petit-bain-paris-tickets,"7 Port de la Gare, 75013 Paris, France",KCIDY,,
Souffrance,2024-02-07,19:00,La Cigale,"26,50 €",https://dice.fm/event/7gvv9-souffrance-7th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Souffrance,,
Harsh Symmetry + Crush of Souls,2024-02-07,19:00,Supersonic Records,15 €,https://dice.fm/event/oabvy-harsh-symmetry-crush-of-souls-7th-feb-supersonic-records-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Crush of Souls, Harsh Symmetry",,
Annie Taylor + Delilah's Dance,2024-02-07,19:00,Supersonic,Gratuit,https://dice.fm/event/gq9b6-annie-taylor-delilahs-dance-7th-feb-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Fools Affection, Delilah's Dance, Annie Taylor",,
Release Party Kcidy,2024-02-07,20:00,Petit Bain,15 €,https://dice.fm/event/mg6kr-release-party-kcidy-7th-feb-petit-bain-paris-tickets,"7 Port de la Gare, 75013 Paris, France",KCIDY,,
Release Party Kcidy,2024-02-07,20:00,Petit Bain,15 €,https://dice.fm/event/mg6kr-release-party-kcidy-7th-feb-petit-bain-paris-tickets,"7 Port de la Gare, 75013 Paris, France",KCIDY,,
Ric Wilson,2024-02-07,20:00,Le Hasard Ludique,"15,71 €",https://dice.fm/event/6a3lq-ric-wilson-7th-feb-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France","Première partie, Ric Wilson",,
NILS HOFFMANN,2024-02-07,20:00,Point Ephémère,"20,16 €",https://dice.fm/event/a57v2-nils-hoffmann-7th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",Nils Hoffmann,,
LOUVE,2024-02-07,20:00,La Boule Noire,16 €,https://dice.fm/event/nd77l-louve-7th-feb-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Louve,,
Harsh Symmetry + Crush of Souls,2024-02-07,19:00,Supersonic Records,15 €,https://dice.fm/event/oabvy-harsh-symmetry-crush-of-souls-7th-feb-supersonic-records-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Crush of Souls, Harsh Symmetry",,
Annie Taylor + Delilah's Dance,2024-02-07,19:00,Supersonic,Gratuit,https://dice.fm/event/gq9b6-annie-taylor-delilahs-dance-7th-feb-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Fools Affection, Delilah's Dance, Annie Taylor",,
Tim Bernardes,2024-02-07,19:30,Le Trianon,"29,60 €",https://dice.fm/event/37q6p-tim-bernardes-7th-feb-le-trianon-paris-tickets,"80 Boulevard de Rochechouart, 75018 Paris, France",Tim Bernardes,,
Molécule,2024-02-07,20:00,L'Olympia,"À partir de 36,30 €",https://dice.fm/event/p5axk-molcule-7th-feb-lolympia-paris-tickets,"28 Boulevard des Capucines, 75009 Paris, France",Molécule,,
Brutalismus 3000,2024-02-07,20:00,Casino de Paris,"À partir de 35,02 €",https://dice.fm/event/n5g59-brutalismus-3000-7th-feb-casino-de-paris-paris-tickets,"16 Rue de Clichy, 75009 Paris, France",Brutalismus 3000,,
LOUVE,2024-02-07,20:00,La Boule Noire,16 €,https://dice.fm/event/nd77l-louve-7th-feb-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Louve,,
NILS HOFFMANN,2024-02-07,20:00,Point Ephémère,"20,16 €",https://dice.fm/event/a57v2-nils-hoffmann-7th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",Nils Hoffmann,,
Ric Wilson,2024-02-07,20:00,Le Hasard Ludique,"15,71 €",https://dice.fm/event/6a3lq-ric-wilson-7th-feb-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France","Première partie, Ric Wilson",,
Release Party Kcidy,2024-02-07,20:00,Petit Bain,15 €,https://dice.fm/event/mg6kr-release-party-kcidy-7th-feb-petit-bain-paris-tickets,"7 Port de la Gare, 75013 Paris, France",KCIDY,,
Brutalismus 3000,2024-02-07,20:00,Casino de Paris,"À partir de 35,02 €",https://dice.fm/event/n5g59-brutalismus-3000-7th-feb-casino-de-paris-paris-tickets,"16 Rue de Clichy, 75009 Paris, France",Brutalismus 3000,,
Molécule,2024-02-07,20:00,L'Olympia,"À partir de 36,30 €",https://dice.fm/event/p5axk-molcule-7th-feb-lolympia-paris-tickets,"28 Boulevard des Capucines, 75009 Paris, France",Molécule,,
Tim Bernardes,2024-02-07,19:30,Le Trianon,"29,60 €",https://dice.fm/event/37q6p-tim-bernardes-7th-feb-le-trianon-paris-tickets,"80 Boulevard de Rochechouart, 75018 Paris, France",Tim Bernardes,,
Harsh Symmetry + Crush of Souls,2024-02-07,19:00,Supersonic Records,15 €,https://dice.fm/event/oabvy-harsh-symmetry-crush-of-souls-7th-feb-supersonic-records-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Crush of Souls, Harsh Symmetry",,
Ric Wilson,2024-02-07,20:00,Le Hasard Ludique,"15,71 €",https://dice.fm/event/6a3lq-ric-wilson-7th-feb-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France","Première partie, Ric Wilson",,
Annie Taylor + Delilah's Dance,2024-02-07,19:00,Supersonic,Gratuit,https://dice.fm/event/gq9b6-annie-taylor-delilahs-dance-7th-feb-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Fools Affection, Delilah's Dance, Annie Taylor",,
Molécule,2024-02-07,20:00,L'Olympia,"À partir de 36,30 €",https://dice.fm/event/p5axk-molcule-7th-feb-lolympia-paris-tickets,"28 Boulevard des Capucines, 75009 Paris, France",Molécule,,
Brutalismus 3000,2024-02-07,20:00,Casino de Paris,"À partir de 35,02 €",https://dice.fm/event/n5g59-brutalismus-3000-7th-feb-casino-de-paris-paris-tickets,"16 Rue de Clichy, 75009 Paris, France",Brutalismus 3000,,
Molécule,2024-02-07,20:00,L'Olympia,"À partir de 36,30 €",https://dice.fm/event/p5axk-molcule-7th-feb-lolympia-paris-tickets,"28 Boulevard des Capucines, 75009 Paris, France",Molécule,,
Tim Bernardes,2024-02-07,19:30,Le Trianon,"29,60 €",https://dice.fm/event/37q6p-tim-bernardes-7th-feb-le-trianon-paris-tickets,"80 Boulevard de Rochechouart, 75018 Paris, France",Tim Bernardes,,
Annie Taylor + Delilah's Dance,2024-02-07,19:00,Supersonic,Gratuit,https://dice.fm/event/gq9b6-annie-taylor-delilahs-dance-7th-feb-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Fools Affection, Delilah's Dance, Annie Taylor",,
Harsh Symmetry + Crush of Souls,2024-02-07,19:00,Supersonic Records,15 €,https://dice.fm/event/oabvy-harsh-symmetry-crush-of-souls-7th-feb-supersonic-records-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Crush of Souls, Harsh Symmetry",,
Souffrance,2024-02-07,19:00,La Cigale,"26,50 €",https://dice.fm/event/7gvv9-souffrance-7th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Souffrance,,
Souffrance,2024-02-07,19:00,La Cigale,"26,50 €",https://dice.fm/event/7gvv9-souffrance-7th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Souffrance,,
LOUVE,2024-02-07,20:00,La Boule Noire,16 €,https://dice.fm/event/nd77l-louve-7th-feb-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Louve,,
Harsh Symmetry + Crush of Souls,2024-02-07,19:00,Supersonic Records,15 €,https://dice.fm/event/oabvy-harsh-symmetry-crush-of-souls-7th-feb-supersonic-records-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Crush of Souls, Harsh Symmetry",,
Tim Bernardes,2024-02-07,19:30,Le Trianon,"29,60 €",https://dice.fm/event/37q6p-tim-bernardes-7th-feb-le-trianon-paris-tickets,"80 Boulevard de Rochechouart, 75018 Paris, France",Tim Bernardes,,
Molécule,2024-02-07,20:00,L'Olympia,"À partir de 36,30 €",https://dice.fm/event/p5axk-molcule-7th-feb-lolympia-paris-tickets,"28 Boulevard des Capucines, 75009 Paris, France",Molécule,,
Brutalismus 3000,2024-02-07,20:00,Casino de Paris,"À partir de 35,02 €",https://dice.fm/event/n5g59-brutalismus-3000-7th-feb-casino-de-paris-paris-tickets,"16 Rue de Clichy, 75009 Paris, France",Brutalismus 3000,,
LOUVE,2024-02-07,20:00,La Boule Noire,16 €,https://dice.fm/event/nd77l-louve-7th-feb-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Louve,,
NILS HOFFMANN,2024-02-07,20:00,Point Ephémère,"20,16 €",https://dice.fm/event/a57v2-nils-hoffmann-7th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",Nils Hoffmann,,
Ric Wilson,2024-02-07,20:00,Le Hasard Ludique,"15,71 €",https://dice.fm/event/6a3lq-ric-wilson-7th-feb-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France","Première partie, Ric Wilson",,
Release Party Kcidy,2024-02-07,20:00,Petit Bain,15 €,https://dice.fm/event/mg6kr-release-party-kcidy-7th-feb-petit-bain-paris-tickets,"7 Port de la Gare, 75013 Paris, France",KCIDY,,
Annie Taylor + Delilah's Dance,2024-02-07,19:00,Supersonic,Gratuit,https://dice.fm/event/gq9b6-annie-taylor-delilahs-dance-7th-feb-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Fools Affection, Delilah's Dance, Annie Taylor",,
NILS HOFFMANN,2024-02-07,20:00,Point Ephémère,"20,16 €",https://dice.fm/event/a57v2-nils-hoffmann-7th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",Nils Hoffmann,,
Ric Wilson,2024-02-07,20:00,Le Hasard Ludique,"15,71 €",https://dice.fm/event/6a3lq-ric-wilson-7th-feb-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France","Première partie, Ric Wilson",,
Release Party Kcidy,2024-02-07,20:00,Petit Bain,15 €,https://dice.fm/event/mg6kr-release-party-kcidy-7th-feb-petit-bain-paris-tickets,"7 Port de la Gare, 75013 Paris, France",KCIDY,,
Brutalismus 3000,2024-02-07,20:00,Casino de Paris,"À partir de 35,02 €",https://dice.fm/event/n5g59-brutalismus-3000-7th-feb-casino-de-paris-paris-tickets,"16 Rue de Clichy, 75009 Paris, France",Brutalismus 3000,,
LOUVE,2024-02-07,20:00,La Boule Noire,16 €,https://dice.fm/event/nd77l-louve-7th-feb-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Louve,,
NILS HOFFMANN,2024-02-07,20:00,Point Ephémère,"20,16 €",https://dice.fm/event/a57v2-nils-hoffmann-7th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",Nils Hoffmann,,
Ric Wilson,2024-02-07,20:00,Le Hasard Ludique,"15,71 €",https://dice.fm/event/6a3lq-ric-wilson-7th-feb-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France","Première partie, Ric Wilson",,
Release Party Kcidy,2024-02-07,20:00,Petit Bain,15 €,https://dice.fm/event/mg6kr-release-party-kcidy-7th-feb-petit-bain-paris-tickets,"7 Port de la Gare, 75013 Paris, France",KCIDY,,
Annie Taylor + Delilah's Dance,2024-02-07,19:00,Supersonic,Gratuit,https://dice.fm/event/gq9b6-annie-taylor-delilahs-dance-7th-feb-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Fools Affection, Delilah's Dance, Annie Taylor",,
Harsh Symmetry + Crush of Souls,2024-02-07,19:00,Supersonic Records,15 €,https://dice.fm/event/oabvy-harsh-symmetry-crush-of-souls-7th-feb-supersonic-records-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Crush of Souls, Harsh Symmetry",,
Souffrance,2024-02-07,19:00,La Cigale,"26,50 €",https://dice.fm/event/7gvv9-souffrance-7th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Souffrance,,
Harsh Symmetry + Crush of Souls,2024-02-07,19:00,Supersonic Records,15 €,https://dice.fm/event/oabvy-harsh-symmetry-crush-of-souls-7th-feb-supersonic-records-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Crush of Souls, Harsh Symmetry",,
Annie Taylor + Delilah's Dance,2024-02-07,19:00,Supersonic,Gratuit,https://dice.fm/event/gq9b6-annie-taylor-delilahs-dance-7th-feb-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Fools Affection, Delilah's Dance, Annie Taylor",,
Tim Bernardes,2024-02-07,19:30,Le Trianon,"29,60 €",https://dice.fm/event/37q6p-tim-bernardes-7th-feb-le-trianon-paris-tickets,"80 Boulevard de Rochechouart, 75018 Paris, France",Tim Bernardes,,
Molécule,2024-02-07,20:00,L'Olympia,"À partir de 36,30 €",https://dice.fm/event/p5axk-molcule-7th-feb-lolympia-paris-tickets,"28 Boulevard des Capucines, 75009 Paris, France",Molécule,,
Brutalismus 3000,2024-02-07,20:00,Casino de Paris,"À partir de 35,02 €",https://dice.fm/event/n5g59-brutalismus-3000-7th-feb-casino-de-paris-paris-tickets,"16 Rue de Clichy, 75009 Paris, France",Brutalismus 3000,,
LOUVE,2024-02-07,20:00,La Boule Noire,16 €,https://dice.fm/event/nd77l-louve-7th-feb-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Louve,,
NILS HOFFMANN,2024-02-07,20:00,Point Ephémère,"20,16 €",https://dice.fm/event/a57v2-nils-hoffmann-7th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",Nils Hoffmann,,
Ric Wilson,2024-02-07,20:00,Le Hasard Ludique,"15,71 €",https://dice.fm/event/6a3lq-ric-wilson-7th-feb-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France","Première partie, Ric Wilson",,
Release Party Kcidy,2024-02-07,20:00,Petit Bain,15 €,https://dice.fm/event/mg6kr-release-party-kcidy-7th-feb-petit-bain-paris-tickets,"7 Port de la Gare, 75013 Paris, France",KCIDY,,
Tim Bernardes,2024-02-07,19:30,Le Trianon,"29,60 €",https://dice.fm/event/37q6p-tim-bernardes-7th-feb-le-trianon-paris-tickets,"80 Boulevard de Rochechouart, 75018 Paris, France",Tim Bernardes,,
NILS HOFFMANN,2024-02-07,20:00,Point Ephémère,"20,16 €",https://dice.fm/event/a57v2-nils-hoffmann-7th-feb-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",Nils Hoffmann,,
Souffrance,2024-02-07,19:00,La Cigale,"26,50 €",https://dice.fm/event/7gvv9-souffrance-7th-feb-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Souffrance,,
Brutalismus 3000,2024-02-07,20:00,Casino de Paris,"À partir de 35,02 €",https://dice.fm/event/n5g59-brutalismus-3000-7th-feb-casino-de-paris-paris-tickets,"16 Rue de Clichy, 75009 Paris, France",Brutalismus 3000,,
Tim Bernardes,2024-02-07,19:30,Le Trianon,"29,60 €",https://dice.fm/event/37q6p-tim-bernardes-7th-feb-le-trianon-paris-tickets,"80 Boulevard de Rochechouart, 75018 Paris, France",Tim Bernardes,,
Annie Taylor + Delilah's Dance,2024-02-07,19:00,Supersonic,Gratuit,https://dice.fm/event/gq9b6-annie-taylor-delilahs-dance-7th-feb-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Fools Affection, Delilah's Dance, Annie Taylor",,
